"agency_cd","site_no","Date","max_temp","max_temp_flag","min_temp","min_temp_flag","mean_temp","mean_temp_flag"
"USGS",15266110,1998-10-09,7.5,"A",6.5,"A",7,"A"
"USGS",15266110,1998-10-10,7.5,"A",6.5,"A",7,"A"
"USGS",15266110,1998-10-11,7.5,"A",6.5,"A",6.5,"A"
"USGS",15266110,1998-10-12,7,"A",6.5,"A",6.5,"A"
"USGS",15266110,1998-10-13,7,"A",6.5,"A",7,"A"
"USGS",15266110,1998-10-14,7,"A",6.5,"A",6.5,"A"
"USGS",15266110,1998-10-15,6.5,"A",6,"A",6.5,"A"
"USGS",15266110,1998-10-16,6.5,"A",6,"A",6.5,"A"
"USGS",15266110,1998-10-17,7,"A",6.5,"A",6.5,"A"
"USGS",15266110,1998-10-18,6.5,"A",6,"A",6.5,"A"
"USGS",15266110,1998-10-19,7.5,"A",6,"A",7,"A"
"USGS",15266110,1998-10-20,8.5,"A",6,"A",7.5,"A"
"USGS",15266110,1998-10-21,7.5,"A",6,"A",6.5,"A"
"USGS",15266110,1998-10-22,8.5,"A",6,"A",6.5,"A"
"USGS",15266110,1998-10-23,8,"A",7.5,"A",8,"A"
"USGS",15266110,1998-10-24,8.5,"A",7.5,"A",8,"A"
"USGS",15266110,1998-10-25,8,"A",7,"A",7,"A"
"USGS",15266110,1998-10-26,7,"A",6.5,"A",6.5,"A"
"USGS",15266110,1998-10-27,7,"A",6,"A",6.5,"A"
"USGS",15266110,1998-10-28,6.5,"A",6,"A",6,"A"
"USGS",15266110,1998-10-29,6.5,"A",5.5,"A",6,"A"
"USGS",15266110,1998-10-30,6,"A",5.5,"A",6,"A"
"USGS",15266110,1998-10-31,6.5,"A",6,"A",6,"A"
"USGS",15266110,1998-11-01,6,"A",5.5,"A",6,"A"
"USGS",15266110,1998-11-02,6,"A",5.5,"A",6,"A"
"USGS",15266110,1998-11-03,6.5,"A",5.5,"A",6,"A"
"USGS",15266110,1998-11-04,6,"A",5.5,"A",5.5,"A"
"USGS",15266110,1998-11-05,5.5,"A",5,"A",5.5,"A"
"USGS",15266110,1998-11-06,5.5,"A",5,"A",5.5,"A"
"USGS",15266110,1998-11-07,5.5,"A",5,"A",5,"A"
"USGS",15266110,1998-11-08,5,"A",4.5,"A",5,"A"
"USGS",15266110,1998-11-09,5,"A",4.5,"A",5,"A"
"USGS",15266110,1998-11-10,5,"A",4,"A",4.5,"A"
"USGS",15266110,1998-11-11,5,"A",4.5,"A",5,"A"
"USGS",15266110,1998-11-12,5,"A",4,"A",4.5,"A"
"USGS",15266110,1998-11-13,4.5,"A",4,"A",4.5,"A"
"USGS",15266110,1998-11-14,4.5,"A",4,"A",4.5,"A"
"USGS",15266110,1998-11-15,4.5,"A",4,"A",4,"A"
"USGS",15266110,1998-11-16,4.5,"A",3.5,"A",4,"A"
"USGS",15266110,1998-11-17,4,"A",3.5,"A",4,"A"
"USGS",15266110,1998-11-18,4,"A",3.5,"A",3.5,"A"
"USGS",15266110,1998-11-19,4,"A",3.5,"A",4,"A"
"USGS",15266110,1998-11-20,4,"A",3.5,"A",4,"A"
"USGS",15266110,1998-11-21,3.5,"A",3.5,"A",3.5,"A"
"USGS",15266110,1998-11-22,3.5,"A",3.5,"A",3.5,"A"
"USGS",15266110,1998-11-23,3.5,"A",3,"A",3.5,"A"
"USGS",15266110,1998-11-24,3.5,"A",3.5,"A",3.5,"A"
"USGS",15266110,1998-11-25,3.5,"A",3,"A",3.5,"A"
"USGS",15266110,1998-11-26,3,"A",2.5,"A",2.5,"A"
"USGS",15266110,1998-11-27,2.5,"A",0,"A",1.5,"A"
"USGS",15266110,1998-11-28,3,"A",0.5,"A",2,"A"
"USGS",15266110,1998-11-29,3.5,"A",3,"A",3,"A"
"USGS",15266110,1998-11-30,3.5,"A",3.5,"A",3.5,"A"
"USGS",15266110,1998-12-01,3.5,"A",3.5,"A",3.5,"A"
"USGS",15266110,1998-12-02,3.5,"A",3,"A",3.5,"A"
"USGS",15266110,1998-12-03,3,"A",2.5,"A",3,"A"
"USGS",15266110,1998-12-16,2.5,"A",0.5,"A",1.5,"A"
"USGS",15266110,1998-12-17,1,"A",0.5,"A",0.5,"A"
"USGS",15266110,1998-12-18,1,"A",0.5,"A",1,"A"
"USGS",15266110,1998-12-19,2.5,"A",1,"A",2,"A"
"USGS",15266110,1998-12-20,3,"A",2.5,"A",2.5,"A"
"USGS",15266110,1998-12-21,2.5,"A",1.5,"A",2,"A"
"USGS",15266110,1998-12-22,2,"A",1.5,"A",1.5,"A"
"USGS",15266110,1998-12-23,2,"A",1,"A",1.5,"A"
"USGS",15266110,1998-12-24,1.5,"A",0.5,"A",0.5,"A"
"USGS",15266110,1998-12-25,1,"A",0.5,"A",0.5,"A"
"USGS",15266110,1998-12-26,1,"A",0.5,"A",1,"A"
"USGS",15266110,1998-12-27,1,"A",0.5,"A",0.5,"A"
"USGS",15266110,1998-12-28,0.5,"A",0.5,"A",0.5,"A"
"USGS",15266110,1998-12-29,0.5,"A",0.5,"A",0.5,"A"
"USGS",15266110,1998-12-30,0.5,"A",0.5,"A",0.5,"A"
"USGS",15266110,1998-12-31,0.5,"A",0.5,"A",0.5,"A"
"USGS",15266110,1999-01-01,0.5,"A",0.5,"A",0.5,"A"
"USGS",15266110,1999-01-02,0.5,"A",0.5,"A",0.5,"A"
"USGS",15266110,1999-01-03,0.5,"A",0.5,"A",0.5,"A"
"USGS",15266110,1999-01-04,0.5,"A",0,"A",0,"A"
"USGS",15266110,1999-01-05,0,"A",0,"A",0,"A"
"USGS",15266110,1999-01-06,0,"A",0,"A",0,"A"
"USGS",15266110,1999-01-07,0.5,"A",0,"A",0,"A"
"USGS",15266110,1999-01-08,0.5,"A",0,"A",0,"A"
"USGS",15266110,1999-01-09,0.5,"A",0,"A",0.5,"A"
"USGS",15266110,1999-01-10,0.5,"A",0,"A",0.5,"A"
"USGS",15266110,1999-01-11,0.5,"A",0,"A",0.5,"A"
"USGS",15266110,1999-01-12,0.5,"A",0.5,"A",0.5,"A"
"USGS",15266110,1999-01-13,0.5,"A",0.5,"A",0.5,"A"
"USGS",15266110,1999-01-14,0.5,"A",0,"A",0.5,"A"
"USGS",15266110,1999-01-15,0.5,"A",0,"A",0.5,"A"
"USGS",15266110,1999-01-16,0.5,"A",0,"A",0,"A"
"USGS",15266110,1999-01-17,0,"A",0,"A",0,"A"
"USGS",15266110,1999-01-18,0,"A",0,"A",0,"A"
"USGS",15266110,1999-01-19,0,"A",0,"A",0,"A"
"USGS",15266110,1999-01-20,0.5,"A",0,"A",0,"A"
"USGS",15266110,1999-01-21,0,"A",0,"A",0,"A"
"USGS",15266110,1999-01-22,0,"A",0,"A",0,"A"
"USGS",15266110,1999-01-23,0,"A",0,"A",0,"A"
"USGS",15266110,1999-01-24,0.5,"A",0,"A",0,"A"
"USGS",15266110,1999-01-25,0.5,"A",0,"A",0,"A"
"USGS",15266110,1999-01-26,0.5,"A",0,"A",0,"A"
"USGS",15266110,1999-01-27,0.5,"A",0,"A",0,"A"
"USGS",15266110,1999-02-03,0,"A",0,"A",0,"A"
"USGS",15266110,1999-02-04,0.5,"A",0,"A",0,"A"
"USGS",15266110,1999-02-05,0,"A",0,"A",0,"A"
"USGS",15266110,1999-02-06,0,"A",0,"A",0,"A"
"USGS",15266110,1999-02-07,0,"A",0,"A",0,"A"
"USGS",15266110,1999-02-08,0,"A",0,"A",0,"A"
"USGS",15266110,1999-02-09,0,"A",0,"A",0,"A"
"USGS",15266110,1999-02-10,0.5,"A",0,"A",0,"A"
"USGS",15266110,1999-02-11,0,"A",0,"A",0,"A"
"USGS",15266110,1999-02-12,0,"A",0,"A",0,"A"
"USGS",15266110,1999-02-13,0,"A",0,"A",0,"A"
"USGS",15266110,1999-02-14,0,"A",0,"A",0,"A"
"USGS",15266110,1999-02-15,0,"A",0,"A",0,"A"
"USGS",15266110,1999-02-16,0,"A",0,"A",0,"A"
"USGS",15266110,1999-02-17,0.5,"A",0,"A",0.5,"A"
"USGS",15266110,1999-02-18,0.5,"A",0,"A",0.5,"A"
"USGS",15266110,1999-02-19,0.5,"A",0.5,"A",0.5,"A"
"USGS",15266110,1999-02-20,0.5,"A",0.5,"A",0.5,"A"
"USGS",15266110,1999-02-21,0.5,"A",0.5,"A",0.5,"A"
"USGS",15266110,1999-02-22,0.5,"A",0,"A",0.5,"A"
"USGS",15266110,1999-02-23,0.5,"A",0,"A",0.5,"A"
"USGS",15266110,1999-02-24,0.5,"A",0,"A",0.5,"A"
"USGS",15266110,1999-02-25,0.5,"A",0,"A",0.5,"A"
"USGS",15266110,1999-02-26,0.5,"A",0,"A",0.5,"A"
"USGS",15266110,1999-02-27,0.5,"A",0.5,"A",0.5,"A"
"USGS",15266110,1999-02-28,0.5,"A",0.5,"A",0.5,"A"
"USGS",15266110,1999-03-01,0.5,"A",0.5,"A",0.5,"A"
"USGS",15266110,1999-03-02,1,"A",0.5,"A",0.5,"A"
"USGS",15266110,1999-03-03,1,"A",0.5,"A",0.5,"A"
"USGS",15266110,1999-03-04,0.5,"A",0,"A",0.5,"A"
"USGS",15266110,1999-03-05,0.5,"A",0,"A",0.5,"A"
"USGS",15266110,1999-03-06,0.5,"A",0,"A",0.5,"A"
"USGS",15266110,1999-03-07,0.5,"A",0,"A",0.5,"A"
"USGS",15266110,1999-03-08,0.5,"A",0,"A",0.5,"A"
"USGS",15266110,1999-03-09,0.5,"A",0,"A",0.5,"A"
"USGS",15266110,1999-03-10,0.5,"A",0,"A",0,"A"
"USGS",15266110,1999-03-11,0.5,"A",0,"A",0.5,"A"
"USGS",15266110,1999-03-12,1,"A",0.5,"A",0.5,"A"
"USGS",15266110,1999-03-13,1,"A",0.5,"A",1,"A"
"USGS",15266110,1999-03-14,1,"A",0.5,"A",1,"A"
"USGS",15266110,1999-03-15,1.5,"A",1,"A",1,"A"
"USGS",15266110,1999-03-16,1,"A",0.5,"A",1,"A"
"USGS",15266110,1999-03-17,0.5,"A",0.5,"A",0.5,"A"
"USGS",15266110,1999-03-18,0.5,"A",0.5,"A",0.5,"A"
"USGS",15266110,1999-03-19,1.5,"A",0.5,"A",1,"A"
"USGS",15266110,1999-03-20,2,"A",1,"A",1.5,"A"
"USGS",15266110,1999-03-21,2.5,"A",1,"A",1.5,"A"
"USGS",15266110,1999-03-22,1.5,"A",1,"A",1.5,"A"
"USGS",15266110,1999-03-23,2.5,"A",1,"A",1.5,"A"
"USGS",15266110,1999-03-24,2,"A",1.5,"A",1.5,"A"
"USGS",15266110,1999-03-25,2.5,"A",1.5,"A",1.5,"A"
"USGS",15266110,1999-03-26,2.5,"A",1,"A",2,"A"
"USGS",15266110,1999-03-27,3,"A",1.5,"A",2,"A"
"USGS",15266110,1999-03-28,3.5,"A",1.5,"A",2,"A"
"USGS",15266110,1999-03-29,3,"A",1.5,"A",2,"A"
"USGS",15266110,1999-03-30,2,"A",1.5,"A",1.5,"A"
"USGS",15266110,1999-03-31,1.5,"A",0.5,"A",1.5,"A"
"USGS",15266110,1999-04-01,2.5,"A",1,"A",1.5,"A"
"USGS",15266110,1999-04-02,2.5,"A",0.5,"A",1,"A"
"USGS",15266110,1999-04-03,2.5,"A",0.5,"A",1.5,"A"
"USGS",15266110,1999-04-04,3,"A",1,"A",2,"A"
"USGS",15266110,1999-04-05,4,"A",1.5,"A",2.5,"A"
"USGS",15266110,1999-04-06,4,"A",2,"A",2.5,"A"
"USGS",15266110,1999-04-07,4,"A",1,"A",2.5,"A"
"USGS",15266110,1999-04-08,2.5,"A",1,"A",2,"A"
"USGS",15266110,1999-04-09,4,"A",1.5,"A",2.5,"A"
"USGS",15266110,1999-04-10,3,"A",2,"A",2.5,"A"
"USGS",15266110,1999-04-11,3.5,"A",2,"A",2.5,"A"
"USGS",15266110,1999-04-14,3,"A",1.5,"A",2,"A"
"USGS",15266110,1999-04-15,5,"A",1.5,"A",3,"A"
"USGS",15266110,1999-04-16,4,"A",2,"A",2.5,"A"
"USGS",15266110,1999-04-17,5,"A",2,"A",3,"A"
"USGS",15266110,1999-04-18,4,"A",3,"A",3.5,"A"
"USGS",15266110,1999-04-19,5.5,"A",2,"A",3.5,"A"
"USGS",15266110,1999-04-20,5,"A",2.5,"A",3.5,"A"
"USGS",15266110,1999-04-21,5,"A",2,"A",3.5,"A"
"USGS",15266110,1999-04-22,3,"A",1.5,"A",2,"A"
"USGS",15266110,1999-04-23,4.5,"A",1.5,"A",3,"A"
"USGS",15266110,1999-04-24,4.5,"A",2.5,"A",3,"A"
"USGS",15266110,1999-04-25,5,"A",1.5,"A",3,"A"
"USGS",15266110,1999-04-26,5,"A",1.5,"A",3,"A"
"USGS",15266110,1999-04-27,7,"A",1.5,"A",4,"A"
"USGS",15266110,1999-04-28,5.5,"A",2.5,"A",4,"A"
"USGS",15266110,1999-04-29,6.5,"A",2.5,"A",4,"A"
"USGS",15266110,1999-04-30,4.5,"A",2.5,"A",3.5,"A"
"USGS",15266110,1999-05-01,4,"A",2,"A",3,"A"
"USGS",15266110,1999-05-02,5,"A",1.5,"A",3,"A"
"USGS",15266110,1999-05-03,5,"A",2,"A",3.5,"A"
"USGS",15266110,1999-05-04,5.5,"A",2.5,"A",4,"A"
"USGS",15266110,1999-05-05,5,"A",3,"A",3.5,"A"
"USGS",15266110,1999-05-06,6,"A",3,"A",4,"A"
"USGS",15266110,1999-05-07,6.5,"A",3,"A",4.5,"A"
"USGS",15266110,1999-05-08,6,"A",3.5,"A",4.5,"A"
"USGS",15266110,1999-05-09,4.5,"A",3,"A",3.5,"A"
"USGS",15266110,1999-05-10,5,"A",2,"A",3.5,"A"
"USGS",15266110,1999-05-11,5.5,"A",1,"A",3,"A"
"USGS",15266110,1999-05-12,6,"A",1.5,"A",4,"A"
"USGS",15266110,1999-05-13,7,"A",3,"A",5,"A"
"USGS",15266110,1999-05-14,8,"A",3,"A",5.5,"A"
"USGS",15266110,1999-05-15,8,"A",3,"A",5.5,"A"
"USGS",15266110,1999-05-16,7.5,"A",4,"A",6,"A"
"USGS",15266110,1999-05-17,7.5,"A",4,"A",6,"A"
"USGS",15266110,1999-05-18,6.5,"A",4,"A",5.5,"A"
"USGS",15266110,1999-05-19,8,"A",5,"A",6.5,"A"
"USGS",15266110,1999-05-20,8,"A",6,"A",7,"A"
"USGS",15266110,1999-05-21,8,"A",5.5,"A",7,"A"
"USGS",15266110,1999-05-22,8,"A",6,"A",7,"A"
"USGS",15266110,1999-05-23,7.5,"A",6,"A",7,"A"
"USGS",15266110,1999-05-24,7,"A",5,"A",6,"A"
"USGS",15266110,1999-05-25,7.5,"A",5.5,"A",6.5,"A"
"USGS",15266110,1999-05-26,8,"A",6,"A",7,"A"
"USGS",15266110,1999-05-27,7,"A",6,"A",6.5,"A"
"USGS",15266110,1999-05-28,7.5,"A",5.5,"A",6,"A"
"USGS",15266110,1999-05-29,7,"A",5.5,"A",6,"A"
"USGS",15266110,1999-05-30,6,"A",5,"A",5.5,"A"
"USGS",15266110,1999-05-31,7.5,"A",5,"A",6.5,"A"
"USGS",15266110,1999-06-01,6.5,"A",5,"A",5.5,"A"
"USGS",15266110,1999-06-02,7,"A",5,"A",6,"A"
"USGS",15266110,1999-06-03,7,"A",5,"A",6,"A"
"USGS",15266110,1999-06-04,7.5,"A",5.5,"A",6.5,"A"
"USGS",15266110,1999-06-05,8,"A",5,"A",6.5,"A"
"USGS",15266110,1999-06-06,9,"A",5,"A",6.5,"A"
"USGS",15266110,1999-06-07,8.5,"A",5,"A",6.5,"A"
"USGS",15266110,1999-06-08,7.5,"A",5,"A",6,"A"
"USGS",15266110,1999-07-07,15,"A",NA,NA,NA,NA
"USGS",15266110,1999-07-08,12.5,"A",8,"A",10.5,"A"
"USGS",15266110,1999-07-09,13,"A",7.5,"A",11,"A"
"USGS",15266110,1999-07-10,14,"A",12,"A",13,"A"
"USGS",15266110,1999-07-11,14,"A",12,"A",13,"A"
"USGS",15266110,1999-07-12,14,"A",11,"A",12.5,"A"
"USGS",15266110,1999-07-13,13.5,"A",10.5,"A",12,"A"
"USGS",15266110,1999-07-14,13.5,"A",11,"A",12.5,"A"
"USGS",15266110,1999-07-15,12,"A",9.5,"A",10.5,"A"
"USGS",15266110,1999-07-16,11.5,"A",9.5,"A",11,"A"
"USGS",15266110,1999-07-17,14.5,"A",11.5,"A",13,"A"
"USGS",15266110,1999-07-18,14,"A",13.5,"A",13.5,"A"
"USGS",15266110,1999-07-19,14,"A",12.5,"A",13,"A"
"USGS",15266110,1999-07-20,12.5,"A",11.5,"A",12,"A"
"USGS",15266110,1999-07-21,12,"A",10.5,"A",11.5,"A"
"USGS",15266110,1999-07-22,12.5,"A",10.5,"A",11.5,"A"
"USGS",15266110,1999-07-23,13,"A",11,"A",12,"A"
"USGS",15266110,1999-07-24,13.5,"A",12,"A",13,"A"
"USGS",15266110,1999-07-25,12.5,"A",11.5,"A",12,"A"
"USGS",15266110,1999-07-26,12.5,"A",12,"A",12.5,"A"
"USGS",15266110,1999-07-27,12.5,"A",12,"A",12.5,"A"
"USGS",15266110,1999-07-28,13,"A",11.5,"A",12.5,"A"
"USGS",15266110,1999-07-29,12.5,"A",11,"A",12,"A"
"USGS",15266110,1999-07-30,12.5,"A",11.5,"A",12,"A"
"USGS",15266110,1999-07-31,13,"A",11,"A",12,"A"
"USGS",15266110,1999-08-01,11.5,"A",10.5,"A",11,"A"
"USGS",15266110,1999-08-02,12.5,"A",11,"A",11.5,"A"
"USGS",15266110,1999-08-03,13.5,"A",11.5,"A",12.5,"A"
"USGS",15266110,1999-08-04,13,"A",11.5,"A",12.5,"A"
"USGS",15266110,1999-08-05,11.5,"A",11.5,"A",11.5,"A"
"USGS",15266110,1999-08-06,11.5,"A",11.5,"A",11.5,"A"
"USGS",15266110,1999-08-07,11.5,"A",11,"A",11,"A"
"USGS",15266110,1999-08-08,11.5,"A",11,"A",11,"A"
"USGS",15266110,1999-08-09,12,"A",11,"A",11.5,"A"
"USGS",15266110,1999-08-10,13,"A",11.5,"A",12,"A"
"USGS",15266110,1999-08-11,12.5,"A",10.5,"A",11.5,"A"
"USGS",15266110,1999-08-12,12.5,"A",11,"A",12,"A"
"USGS",15266110,1999-08-13,12,"A",11,"A",11.5,"A"
"USGS",15266110,1999-08-14,11.5,"A",11,"A",11,"A"
"USGS",15266110,1999-08-15,11.5,"A",11,"A",11.5,"A"
"USGS",15266110,1999-08-16,12,"A",11,"A",11.5,"A"
"USGS",15266110,1999-08-17,13,"A",11.5,"A",12,"A"
"USGS",15266110,1999-08-18,14,"A",12.5,"A",13.5,"A"
"USGS",15266110,1999-08-19,14,"A",12.5,"A",13.5,"A"
"USGS",15266110,1999-08-20,13.5,"A",11.5,"A",12.5,"A"
"USGS",15266110,1999-08-21,12,"A",11.5,"A",11.5,"A"
"USGS",15266110,1999-08-22,12.5,"A",11.5,"A",12,"A"
"USGS",15266110,1999-08-23,12.5,"A",11.5,"A",12,"A"
"USGS",15266110,1999-08-24,12.5,"A",11.5,"A",12,"A"
"USGS",15266110,1999-08-25,12,"A",11.5,"A",11.5,"A"
"USGS",15266110,1999-08-26,12.5,"A",11.5,"A",11.5,"A"
"USGS",15266110,1999-08-27,11.5,"A",11,"A",11.5,"A"
"USGS",15266110,1999-08-28,12.5,"A",11,"A",11.5,"A"
"USGS",15266110,1999-08-29,12.5,"A",11.5,"A",12,"A"
"USGS",15266110,1999-08-30,12.5,"A",11,"A",11.5,"A"
"USGS",15266110,1999-08-31,12.5,"A",11.5,"A",12,"A"
"USGS",15266110,1999-09-01,12,"A",11,"A",11.5,"A"
"USGS",15266110,1999-09-04,11,"A",10,"A",10.5,"A"
"USGS",15266110,1999-09-05,11,"A",10.5,"A",10.5,"A"
"USGS",15266110,1999-09-06,11.5,"A",10,"A",10.5,"A"
"USGS",15266110,1999-09-07,11.5,"A",10.5,"A",11,"A"
"USGS",15266110,1999-09-08,11,"A",10.5,"A",10.5,"A"
"USGS",15266110,1999-09-09,11.5,"A",10,"A",10.5,"A"
"USGS",15266110,1999-09-10,12,"A",11,"A",11.5,"A"
"USGS",15266110,1999-09-11,11.5,"A",11,"A",11,"A"
"USGS",15266110,1999-09-12,11,"A",10.5,"A",10.5,"A"
"USGS",15266110,1999-09-13,11,"A",10,"A",10.5,"A"
"USGS",15266110,1999-09-14,10,"A",10,"A",10,"A"
"USGS",15266110,1999-09-15,10.5,"A",10,"A",10,"A"
"USGS",15266110,1999-09-16,10,"A",9.5,"A",9.5,"A"
"USGS",15266110,1999-09-17,10,"A",9,"A",9.5,"A"
"USGS",15266110,1999-09-18,9.5,"A",9,"A",9,"A"
"USGS",15266110,1999-09-19,10,"A",9,"A",9.5,"A"
"USGS",15266110,1999-09-20,9,"A",9,"A",9,"A"
"USGS",15266110,1999-09-21,9,"A",9,"A",9,"A"
"USGS",15266110,1999-09-22,9,"A",8.5,"A",8.5,"A"
"USGS",15266110,1999-09-23,9,"A",8.5,"A",8.5,"A"
"USGS",15266110,1999-09-24,9,"A",8.5,"A",8.5,"A"
"USGS",15266110,1999-09-25,8.5,"A",8,"A",8.5,"A"
"USGS",15266110,1999-09-26,8.5,"A",7.5,"A",8,"A"
"USGS",15266110,1999-09-27,8.5,"A",7.5,"A",8,"A"
"USGS",15266110,1999-09-28,8.5,"A",8,"A",8,"A"
"USGS",15266110,1999-09-29,8.5,"A",8,"A",8,"A"
"USGS",15266110,1999-09-30,8,"A",8,"A",8,"A"
"USGS",15266110,1999-10-01,8,"A",7.5,"A",8,"A"
"USGS",15266110,1999-10-02,8,"A",7.5,"A",7.5,"A"
"USGS",15266110,1999-10-03,8,"A",7,"A",7.5,"A"
"USGS",15266110,1999-10-04,7.5,"A",7,"A",7.5,"A"
"USGS",15266110,1999-10-05,8,"A",7.5,"A",7.5,"A"
"USGS",15266110,1999-10-06,8,"A",7,"A",7.5,"A"
"USGS",15266110,1999-10-07,7.5,"A",7,"A",7.5,"A"
