OID_,reachid,AREA,PERCENTAGE
,1,12689.596124199999394,21.975302446800001
,2,37584.062902500001655,96.670941196499996
,3,46969.788345399996615,99.999996291900004
,4,11430.980838699999367,95.248203730399993
,5,10789.895200599999953,69.183494535299999
,6,9396.337942109999858,33.434988500000003
,7,2650.507664170000226,25.666513667899999
,8,15023.075242599999910,84.693975321699995
,9,12493.481307199999719,30.139124385900001
,10,29358.615324599999440,55.792456531799999
,11,20348.698547399999370,77.614540058000003
,13,2533.744112889999997,25.011223207899999
,14,41149.714450200001011,98.256948238400000
,15,3443.125951980000082,66.968916062999995
,16,8568.935904820000360,99.607073546199999
,17,11217.340425000000323,41.944891727399998
,18,32702.624767199999042,56.923584907399999
,19,8897.380483330000061,100.000013903999999
,20,71543.314851200004341,86.817946457700003
,21,59425.112381300001289,72.671048476699994
,22,33418.500656099997286,57.053269385500002
,23,6896.932410639999944,26.569043649400001
,24,11547.900791899999604,52.209035640800003
,25,63464.444012799998745,85.044981643699998
,26,26244.089396399998805,68.244752045100000
,27,77571.710007300003781,94.577996349100005
,28,20129.458786700000928,39.390173005400001
,29,1100.611072420000028,2.165593540150000
,31,13380.640545199999906,51.669840885900001
,32,32446.275007299998833,83.948693557599995
,33,7909.833514959999775,54.777327695600000
,34,22675.503561000001355,99.965631921600007
,35,8234.528834470000220,34.637584572000002
,36,1539.612830510000094,32.172391701099997
,37,13321.165398299999651,60.718096011299998
,38,7074.177589449999687,41.511421422300003
,39,10983.687040500000876,65.392760364899999
,40,24394.160336000000825,54.518448801399998
,41,17264.327020900000207,44.016940557200002
,42,29775.177900200000295,77.060924424299998
,43,10922.771459999999934,34.446866305500002
,44,13541.340636599999925,40.523018857799997
,45,28243.463934600000357,61.896335241999999
,46,9767.831214510000791,36.095234651900000
,47,2404.336966180000218,11.177000490999999
,48,10839.288190400000531,66.823108399700004
,49,11491.111480999999912,36.183410503600001
,50,2126.007480639999812,5.533742505880000
,51,8588.520208859999912,28.369931706900001
,52,1783.857616129999997,6.593363105930000
,55,10856.767529999999169,22.819758533600002
,56,238.177222446999991,0.173788480464000
,58,11202.833634500000699,21.810798870999999
,60,9532.282641760000843,38.069796240700001
,62,51701.961328999997932,67.568055207399993
,63,5048.375363449999895,46.881880112700003
,64,14904.519841699999233,67.343946913799996
,65,26167.275211799998942,76.122463557900005
,66,19186.711920199999440,55.528303133800001
,67,6926.032076120000056,22.694920207199999
,68,13066.009212700000717,30.506858006300000
,69,786.450867193000022,7.172759085130000
,70,1145.311176480000086,7.941966550160000
,71,794.270037959999968,3.041881192470000
,73,18769.269449200000963,58.250691437699999
,75,8808.671237910000855,28.253390649300002
,77,68.549844939500005,0.193666761442000
,78,15434.946406600000046,27.004182783600001
,79,2410.867055690000143,3.321216706190000
,81,344.152084758000001,2.987672199990000
,82,228.130610275000009,1.748810351900000
,83,8912.783800010000050,56.082754331499999
,84,3835.588584050000009,39.971621580300003
,87,1860.153453370000079,9.749511113880001
,89,11297.788810000000012,31.566234781100000
,90,1402.116955709999957,13.664923578200000
,91,8838.214193980000346,21.827652119000000
,92,3148.739983569999822,6.552497533570000
,94,13160.443364500000826,52.200769026400003
,95,4.786636825020000,0.012798042751900
,96,7145.746488970000428,28.520545275400000
,97,278.582814897999981,2.871789725090000
,99,2731.533975830000145,5.409948351800000
,104,4.786636825020000,0.013273399352400
,106,417.617537665999976,1.100089018980000
,107,25177.989643400000205,25.811539214300002
,110,57639.242329100001371,51.590556810300001
,111,2916.533759939999982,8.284841812770001
,112,3946.320292020000124,11.015006602400000
,113,143.490921745999998,0.395765939913000
,119,14583.544504900000902,38.425445063399998
,121,234.788878743999987,0.252195716274000
,125,2489.972219010000117,2.256219628790000
,126,14444.125975400000243,27.387883089500001
,127,9853.921727920000194,60.464321387799998
,128,3582.312589000000116,20.919330403099998
,129,25294.677704199999425,33.775881912000003
,130,18489.966211200000544,51.721089914499998
,131,37043.913375800002541,83.732364743100007
,132,11740.544388500000423,41.515377005100000
,133,12156.718439000000217,31.864247198600001
,134,1611.809506809999903,33.660703081400001
,136,767.953637914999945,3.940598005840000
,137,28941.614798300000984,54.409181899300002
,138,25512.832823600001575,53.632436921500002
,140,5945.501090859999749,14.630437299900001
,142,1308.478612590000012,32.481863172099999
,143,47592.062837600002240,59.462701084400003
,144,8418.974472949999836,77.198213966799997
,145,14203.640565199999401,56.620971301899999
,146,39567.629866700001003,58.162293600399998
,147,9535.793617389999781,36.401196983399998
,148,890.151333969999996,8.179760986700000
,149,9171.899824059999446,25.899488769800001
,151,33471.600017999997362,77.252776038500002
,152,975.686794544000009,7.297582013560000
,154,2791.740572770000199,5.385723580240000
,157,8724.008990309999717,17.393191515200002
,158,9203.872413819999565,23.907883266900001
,159,2848.498278040000059,17.696143851599999
,160,11050.977751099999296,31.895883203800000
,161,9725.645462439999392,74.218264242700002
,162,10272.541612499999246,59.389035202199999
,163,9705.266593910000665,42.999702178200003
,164,11817.420252899999468,66.313879729600004
,165,1366.683947649999936,36.733818280300000
,166,11409.676865100000214,60.052711334599998
,167,31142.870362699999532,40.537857909099998
,169,185.574576846000014,0.610023459187000
,170,3942.642407750000075,48.321215356499998
,171,3502.749506239999846,34.368278841100000
,172,3378.492720079999799,8.798628928579999
,173,1232.719267729999956,24.297604400899999
,174,33144.528233700002602,79.629849564400004
,175,14210.357982100000299,55.895476636600002
,176,7208.827696909999759,98.668193318199997
,177,47.078435795799997,0.133355503575000
,178,21090.632749600001262,100.000013195999998
,179,23015.809798599999340,57.173797305500003
,180,3243.188335360000110,48.208733439500001
,181,5402.937236730000222,23.213878026000000
,182,6814.893568299999970,23.842884608300000
,183,3323.234957719999784,23.309789539800001
,184,26813.517592500000319,48.390858729000001
,185,29160.448878999999579,93.161280317500001
,186,23436.775856299998850,62.628702008600001
,187,25859.676857599999494,46.920409632700000
,188,16433.173170499998378,40.747512275699997
,189,5722.341392430000269,9.617586783829999
,190,21557.644310600000608,58.127393002799998
,192,1809.170318469999984,6.835217210290000
,193,3772.966841620000196,8.874449368940001
,194,75109.349433099996531,53.511860066899999
,195,17233.180238299999473,21.535978857900002
,196,34112.550548200000776,58.135151964700000
,197,27445.633143399998517,38.877328843599997
,198,10413.516758600000685,41.433261815900003
,199,45738.943347200001881,51.099616258099999
,200,18947.938506599999528,33.056936246299998
,201,58950.377762399999483,36.540797212199998
,202,23588.909508699998696,18.482430568700000
,203,386531.622965999995358,87.368529895500004
,204,102042.239400000005844,65.685520869399994
,205,32103.442874399999710,59.378607390799999
,206,41466.494990400002280,43.963341455900000
,207,32731.146913299999142,52.594180340800001
,208,22380.673340400000598,83.489843621099993
,209,91955.715421800006879,70.188854914600000
,210,28533.895584000001691,45.527628593999999
,211,41238.150137099997664,68.751117833300000
,212,35772.662788599998748,83.945480519599997
,213,1738.352629100000058,5.012916338280000
,214,77504.493210200002068,86.369287207599996
,215,64580.221806699999433,77.857315617200001
,216,18203.735217900000862,52.642826442999997
,217,63398.067088099996909,50.662808710299998
,218,100992.555397999996785,86.581289039200001
,220,9791.214019589999225,53.636547482799998
,221,23323.016846999998961,41.455730997700002
,222,37691.310443700000178,42.958194815299997
,223,25184.872581200001150,25.738518090800000
,224,30869.550369000000501,77.250422863799997
,225,5973.523190810000415,12.000243382200001
,226,116499.762778999996954,82.586444205299998
,227,15923.736015000000407,33.403479756999999
,228,56774.768112799996743,61.837724416000000
,229,6000.620631769999818,26.708595829299998
,230,38840.982073099999980,72.166982230499997
,231,37155.298676400001568,53.757365710099997
,232,54392.918893000001844,52.712370389400000
,233,38532.927188299996487,54.679099499899998
,234,22249.381177600000228,65.395895739599993
,235,53792.926144800003385,63.132085247799999
,236,30356.965395399998670,55.659270206099997
,237,14097.390078599999470,57.911957683399997
,238,66027.143820400000550,67.031162912300005
,239,42634.584014200001548,44.678149327699998
,240,3139.098552660000223,4.488087101160000
,241,28188.247800900000584,15.669311941300000
,242,9005.654270769999130,21.392082552600002
,243,24149.887975900001038,42.669391972800000
,244,24192.291019200001756,45.746155979500003
,245,33371.777889299999515,51.759214992300002
,246,100989.498898000005283,65.619225163799996
,247,52104.607726900001580,50.685490348300000
,248,18540.117238099999668,5.061751722300000
,249,19591.601144200001727,90.776265545499996
,250,79404.351029500001459,36.239766203999999
,251,47407.327084600001399,55.547089991800000
,252,58993.604147700003523,42.924145077799999
,253,20956.953682499999559,18.015897264400000
,255,75767.858577100007096,30.702569128299999
,256,17182.805268100000831,32.206216189700001
,257,31603.922489000000496,60.224666092200003
,258,52890.056600099997013,59.036839603300002
,259,26515.207112799998868,80.073296541399998
,260,62170.251111500001571,65.837859489600007
,261,49700.946817500000179,81.150396197500001
,262,73397.427305699995486,70.113660900499994
,263,45426.232585700003256,76.951705690799997
,264,50611.074750599997060,38.730653984699998
,265,8258.700214720000076,11.977062640600000
,266,76264.554508500004886,56.848929108299998
,267,34910.322368300003291,52.856557291999998
,268,82877.986589199994341,71.823887554699994
,269,53841.122294200002216,95.967053053000001
,270,26653.051165500000934,41.471228332700001
,271,54437.898748599996907,79.030380363700004
,272,29928.333958499999426,45.959568386400001
,273,4506.869937989999926,5.991896200180000
,274,38559.414936599998327,57.761080112499997
,275,26811.688481699999102,58.509942436199999
,276,75918.278969299994060,90.931687337400007
,277,37883.178451699997822,61.000542195300000
,278,23547.238245100001222,90.956223815900003
,279,27152.091851500001212,41.073849140000000
,280,28555.121592399998917,52.485796045900003
,281,321.629738783999983,1.068726633330000
,282,2502.257722660000127,2.892548338990000
,283,97594.424540499996510,47.290712001999999
,284,156505.193849000002956,37.772858615499999
,285,10619.493194599999697,18.525015138000001
,286,47903.967532000002393,37.796515515499998
,287,52018.228535200003535,45.896867804099998
,288,95935.001217400000314,69.890078042599995
,289,47537.151163399998040,56.095319936700001
,290,33127.631454800000938,68.495661010899994
,291,74502.816827999995439,59.317659968199997
,292,38420.597186699997110,60.727398601200001
,293,24617.265303699998185,54.998786185000000
,294,25686.831285100000969,81.267024198800001
,295,32601.831450500001665,57.203083880199998
,296,75821.172303500003181,57.330204596199998
,297,20138.834293500000058,28.891579620300000
,298,32826.553688799998781,42.158872387099997
,299,19528.863832099999854,24.160690594799998
,300,5724.195720200000324,9.342601639520000
,301,29707.487564099999872,82.371061069600003
,302,53.574105489700003,0.071560479294800
,303,46218.161250099998142,42.251837789100001
,304,45073.155094000001554,44.908013515100002
,305,40291.272456300001068,68.366722960900006
,306,7134.492911489999642,15.542845527700001
,307,22861.072483600000851,59.802588519899999
,308,14405.730632200000400,27.917838323800002
,309,63859.779722100000072,73.033474384000002
,310,13508.104639999999563,11.103882310400000
,311,21165.448893799999496,30.007081828899999
,312,5561.213561900000059,24.017047851299999
,313,27947.493255400000635,23.451296425799999
,314,39396.604093900001317,42.271583915299999
,315,38281.604104799997003,35.768421474599997
,316,28554.180131599998276,50.214837686300001
,317,34715.205106399997021,34.331189098300001
,318,25156.146459100000357,23.094125176399999
,319,58493.635078100000101,63.436815001500001
,320,87551.253083699994022,69.442677055499999
,321,31225.261036899999453,72.562439995099993
,322,50145.281012899999041,66.527807153300003
,323,36203.729292000003625,30.258245069899999
,324,69719.969150999997510,54.480009549599998
,325,51096.054066999997303,34.432082875100001
,326,2082.904912919999788,4.375411339460000
,327,3176.635906070000146,3.311368965910000
,328,27628.682191500000044,32.299973150100001
,329,26038.544889699998748,42.777197874800002
,330,2154.368555749999814,2.453952877630000
,331,24435.722675500001060,25.642527849899999
,332,22108.475397199999861,40.141814829099999
,333,16653.554343899999367,34.267157560500003
,334,51985.215924399999494,75.492227306800004
,335,2181.364084809999895,5.651008310790000
,336,20485.821174100001372,26.194664422900001
,337,57879.208870100002969,93.125532026200005
,338,26607.033463700001448,81.923554247100000
,339,28485.938566299999366,33.876349899700003
,340,58470.566804900001443,90.424473074000005
,341,5876.131907289999617,14.222801654400000
,342,19201.398263600000064,49.229483813900003
,343,27986.246776700001647,56.650014946100001
,344,754.461691456000040,0.521309806577000
,345,10898.113365299999714,22.820495894899999
,346,49136.588581099997100,67.963637940100000
,347,49658.654055799997877,32.044043326500002
,348,16746.685808900001575,20.139702032199999
,349,36685.133692099996551,30.994940110100000
,350,46696.285680399996636,46.006612086600001
,351,44229.822034999997413,39.232244916799999
,352,40969.776907200001006,61.294911525099998
,353,3898.140933159999804,11.756267819200000
,354,30365.007223500000691,61.172330426599999
,355,56929.476711900002556,77.929329999700002
,356,54483.138269499999296,63.764287983099997
,357,134702.468358999991324,62.226816755100003
,358,34545.751474400000006,31.050735699200001
,359,85966.532567300004303,69.015127311200004
,360,61084.681040499999654,74.351324467300003
,361,15072.722412099999929,27.797877821899998
,362,39861.526909300002444,31.794653418300001
,363,16832.131567199998244,52.697415198400002
,364,56086.286953599999833,77.780389211900001
,365,7489.901978419999978,13.842464808100001
,366,17469.691249999999854,15.911682314800000
,368,7562.353668370000378,23.518343471800002
,369,15197.004350799999884,41.129921191900003
,370,6470.724343179999778,15.419908310000000
,371,50572.753156099999615,59.880131942399998
,372,41535.205067199996847,30.078046320599999
,373,234.788878743999987,2.145364234460000
,374,6294.415387009999904,24.758811407600000
,375,14819.143041999999696,48.358939153100003
,376,23551.579773199999181,43.917736626200004
,378,40981.688437400000112,36.840132169000000
,379,36561.987092499999562,54.676712814699997
,380,0.999735044942000,0.000981919057705
,381,82232.787782400002470,75.464016233799995
,382,11001.351934800000890,24.576123378500000
,383,39223.567130800001905,18.184155921100000
,384,62.895551259699999,0.119377214698000
,385,106843.909276000005775,64.530621187700007
,386,23812.270339599999716,39.859494083000001
,387,142054.990163999987999,87.570908239199994
,388,20530.080290199999581,96.292295717200005
,390,12506.161737099999300,8.024749884380000
,391,26393.405646600000182,54.922491630200000
,392,22589.502561500001320,58.716247615100002
,393,134971.018967000010889,48.944285370700001
,394,23905.603715500001272,65.791572253900000
,395,57859.050526400002127,15.466010554700000
,396,20863.893650099998922,18.377838808400000
,397,36635.700745299996925,76.519364778600007
,398,42592.267298699996900,51.904270919299996
,399,55569.859320700001263,36.832424629599998
,400,44834.173711399998865,31.853640912300001
,401,8712.779893229999288,11.915340438599999
,402,9936.333582970000862,16.361359974199999
,403,17910.405734500000108,46.233248415699997
,404,33670.677728700000443,68.980849246600002
,405,4388.338243090000105,4.125861162930000
,407,58008.047337900003185,77.564876972099995
,408,74110.416724099995918,87.259929504699997
,409,14694.517461400000684,25.310869421000000
,410,11769.333077100000082,17.263635669399999
,411,37074.076182400000107,42.025451382400000
,412,42092.814796400001796,40.592824331099997
,414,31883.330647599999793,52.827721413299997
,415,7468.083127509999940,10.663900237900000
,418,17633.145033400000102,49.434382774500001
,421,7850.687892920000195,9.535801985810000
,422,444.356873160000021,0.586295254146000
,423,1286.115951270000096,1.659810089210000
,424,19523.610683700000664,70.252932887599997
,425,64524.192440400001942,69.240868532500002
,426,97730.743296000000555,44.765597718000002
,427,47143.636858500001836,35.365880667699997
,428,21871.225524400000722,21.033780544900001
,429,69062.255329999999958,49.361578632899999
,430,40908.851446799999394,66.579481544399997
,431,21819.002648400000908,77.390319385599994
,432,49334.557108000000881,68.851509023500000
,433,32255.276710300000559,56.909630361300003
,434,12054.693404300000111,11.854380453499999
,435,0.320867919651000,0.000867635860888
,436,237.948004120000007,0.443588484052000
,439,155.794775281000000,0.478141286383000
,440,549.745837733000030,1.098202573910000
,441,5816.495478959999673,15.775941321399999
,442,1747.532112460000008,3.519161680890000
,443,149.801439398000014,0.219707558040000
,444,87365.867593500006478,71.061898117799998
,445,35715.054415300000983,79.851922604099997
,446,74322.425198900004034,83.328581041199996
,447,144881.444310999999288,70.137634205799998
,448,21003.823876200000086,30.061097261499999
,449,44811.373977700000978,47.343877380899997
,450,135353.828502999996999,68.260557103099998
,451,146018.465396000014152,43.809164356200000
,452,33925.351478999997198,25.602996328900002
,453,31039.958123199998226,15.438778344699999
,454,97209.931981300003827,73.423971969400000
,455,17677.006519899998239,16.936293037399999
,456,12475.694303599999330,13.956046388500001
,457,28426.470489999999700,31.031230656100000
,458,86075.669397299992852,49.195170185400002
,459,22828.489927099999477,43.492667942600001
,460,31931.277751199999329,48.437712720699999
,461,43737.128798700003244,35.680639666300003
,462,10312.473829200000182,13.080973151300000
,463,23736.673546099998930,42.001437537400001
,464,31727.999634299998434,56.052908714300003
,465,8943.605198350000137,19.975271708699999
,466,5257.628735790000064,19.912737884999999
,468,33252.049156499997480,65.491044280899999
,469,9275.702264850000574,21.063312352899999
,470,42248.652203700003156,67.530884097599994
,471,55922.221458799998800,71.135160622499995
,472,211480.973943999997573,67.909071494100004
,473,43155.453717199998209,15.462050323100000
,474,100998.604814000005717,80.904820878699994
,475,104458.828697000004468,35.518317190099999
,476,68835.650868500000797,44.601738189400002
,477,39301.440158700002939,22.481375857000000
,478,57574.951374900003430,35.222035719300003
,479,60611.735205899996799,71.937434532400005
,480,58982.450250000001688,47.078148923599997
,481,33812.142852600001788,36.195289519500001
,482,79374.511496100007207,60.457452075500001
,483,69031.408205500003533,61.965944799600003
,484,24363.401421499998833,20.676363068600001
,485,4237.777499929999976,5.383051179350000
,486,37129.008374400000321,25.062693833699999
,487,5887.065685309999935,37.284037527700001
,488,24941.666052299999137,26.812209776300001
,489,22405.792695399999502,20.680144606900001
,490,38280.256798499998695,42.058838039599998
,491,23884.383969499998784,46.444548460100002
,492,3234.647701119999965,4.932007285740000
,493,25906.067940600001748,39.883928132500003
,494,33417.654698400001507,67.109769328599995
,496,51335.519761499999731,92.765050567900005
,497,5571.841122900000300,14.510054821100001
,499,4471.559318059999896,12.055128404700000
,500,39759.443390799999179,26.484338430899999
,501,111533.109182999993209,56.694479041100003
,502,129032.493151999995462,70.347008338500004
,503,23660.319287900001655,54.755447846700001
,504,104646.602127000005567,54.779437374099999
,505,58302.732851399996434,64.373722898599993
,506,47208.146328599999833,48.865817724899998
,507,11922.485309499999858,24.109504425000001
,508,2833.053494239999964,11.380384155600000
,509,47641.369610299996566,56.558495237999999
,510,23894.638364599999477,34.425517608299998
,511,21929.187461699999403,41.312439796400000
,512,171537.346633000008296,84.111951599500003
,513,46176.629446799997822,77.387533845799993
,514,142638.811114000011003,75.835643884500001
,515,139766.047010000009323,40.363549511899997
,516,75682.178732000000309,89.195787284600001
,517,86373.973880000005011,84.341149263500000
,518,21704.201702099999238,99.989149292500002
,519,81620.924390600004699,85.207147969800005
,520,31447.747378600000957,39.411788290899999
,521,28083.108691500001441,65.043969148800002
,522,27507.582709700000123,65.044966808599995
,523,19543.696607000001677,63.621723313300002
,524,25515.020602799999324,61.338853091300003
,525,47454.823018800001591,46.820562146900002
,527,1321.720199569999977,1.098260092190000
,529,13036.278295899999648,39.714941211099998
,530,835.397793054999966,2.493457028230000
,531,41305.185792700001912,42.989497208800003
,532,1955.725802019999946,3.052599482050000
,533,2065.574407330000213,3.369218553190000
,535,93235.716151800006628,34.002277380400002
,537,43093.388811400000122,82.864288456699995
,539,59377.779234800000268,30.948554837300001
,540,68053.242781799999648,41.240179919600003
,541,17240.179834300000948,32.344673954999998
,542,25647.460179599998810,61.619778030100001
,543,55552.420706099997915,89.797282146499995
,545,57807.055228600002010,28.115162061700001
,546,6659.601522959999784,5.911343944140000
,547,26752.557262099999207,34.580951736800003
,548,28501.925558399998408,36.179726104099998
,549,41208.161094499999308,23.220633105000001
,550,13951.590172300000631,24.256515935300001
,551,671.360942938999983,1.273674712680000
,552,14682.085000999999465,26.089186855700000
,553,26656.765445199998794,48.966433157600001
,554,56212.756781999996747,56.865449140999999
,555,49099.026067600003444,44.019778584800001
,556,12312.442496199999368,14.518394474999999
,557,10074.136286200000541,33.693263976799997
,558,51614.783774700001231,46.635203309399998
,559,19631.086595000000671,50.747948626899998
,561,18140.069597900001099,14.134602269500000
,563,24791.597872999998799,56.824312683400002
,564,33521.959166200002073,54.635269125100002
,565,54179.395806300002732,48.292010267199998
,566,26749.771747499999037,54.185211618499999
,567,28368.178715199999715,55.303682072900003
,568,4437.374107620000359,45.722580876099997
,569,18579.452744199999870,87.090310742300005
,570,29831.307766199999605,62.151786610899997
,571,12452.533768900000723,31.779493647500001
,572,41444.480729100003373,76.951467004899996
,573,1986.570006449999937,4.555105079150000
,575,6215.761618049999925,31.066123824400002
,576,73762.395891399995890,65.011678941800000
,577,7047.877033830000073,26.488273654800000
,578,36434.096059299998160,46.653823439299998
,579,22772.222572499998932,34.432276014300001
,580,9690.155413020000196,33.314717507099999
,581,4182.995218660000319,11.032803208900001
,582,30053.676493099999789,100.000014211000007
,583,4120.241270299999996,28.280357422000002
,584,6467.706169060000320,39.188352453000000
,585,3780.574321279999822,16.129771958999999
,586,20827.153062400000636,72.270178260600005
,588,10851.271785499999169,42.796278782800002
,589,13929.246831700000257,67.211519373300007
,593,4433.384806199999730,12.354586585600000
,594,2138.053364150000107,53.194028621400001
,595,25565.695240199998807,83.912703557900002
,596,10543.252438100000290,50.709012018999999
,597,2894.444801959999950,25.813901367600000
,598,2524.891367440000067,28.821611826800002
,599,13022.290944599999420,44.638202537600002
,602,8052.335860119999779,36.127889498199998
,603,22821.116228700000647,90.399214043800001
,604,13270.300752600000123,74.149360587900006
,605,8169.041621119999945,45.667986464999998
,606,17271.701676399999997,33.924569772799998
,607,28862.896135399998457,38.060621592700002
,608,4883.848254640000050,11.306127623000000
,609,3727.446105070000158,16.106075973100001
,610,3033.583849310000005,9.906872206610000
,611,2231.712921379999898,10.484299985900000
,612,3655.178200670000024,10.778843541900001
,613,23288.446696700000757,65.565281268199996
,614,5578.670561879999696,39.815209333299997
,615,15547.695536200000788,92.795052748399996
,616,1353.017176229999905,3.477920644740000
,617,2908.583201999999801,10.593410972299999
,618,93308.957536100002471,61.229180634099997
,620,10348.044563299999936,66.316305418599995
,621,6013.441289739999775,52.843763746299999
,622,10424.631360100000165,50.748864129799998
,625,23841.101932099998521,61.563760465999998
,628,2494.133998910000173,20.082811953699998
,629,1116.235737279999967,6.954428120190000
,631,5114.812639239999953,27.086760836400000
,632,6471.626466650000111,27.003858607800002
,634,8338.134914719999870,15.333847542399999
,639,3792.020903850000195,5.724882039530000
,642,902.767343614999959,1.715064976730000
,643,1054.854457240000102,1.953688657320000
,644,14730.773691000000326,23.079487531900000
