OID_,reachid,LAND_COVER,AREA,PERCENTAGE
,1,Woody Wetlands,11213.168986999999106,19.418488773400000
,10,Woody Wetlands,179.418839698999989,0.340963553772000
,12,Woody Wetlands,15559.486343799999304,38.508598270000000
,18,Woody Wetlands,128.928999914000002,0.224419321869000
,22,Woody Wetlands,5511.788903540000319,9.409924770280000
,24,Woody Wetlands,6346.472729359999903,28.692939685900001
,28,Woody Wetlands,263.475766279000027,0.515580479656000
,45,Woody Wetlands,125.188475804999996,0.274354019918000
,50,Woody Wetlands,3779.097205529999883,9.836536809269999
,65,Woody Wetlands,2102.235797199999979,6.115553360730000
,68,Woody Wetlands,17181.512351099998341,40.115841730800000
,81,Woody Wetlands,673.442641569999978,5.846327677840000
,82,Woody Wetlands,1595.304365219999909,12.229331193100000
,83,Woody Wetlands,4442.501754439999786,27.953974886200001
,110,Woody Wetlands,17839.074262099999032,15.967034557900000
,113,Woody Wetlands,5668.040312639999684,15.633165321500000
,128,Woody Wetlands,8442.718627199999901,49.302235936999999
,129,Woody Wetlands,43214.449084699997911,57.704080923600003
,141,Woody Wetlands,14203.863695500000176,54.902857599400001
,144,Woody Wetlands,88.743629988600006,0.813739221808000
,145,Woody Wetlands,2691.673101549999956,10.730005785299999
,169,Woody Wetlands,136.428933145999991,0.448471181482000
,170,Woody Wetlands,2219.771503439999833,27.205626523300001
,172,Woody Wetlands,1402.588078259999975,3.652768575440000
,177,Woody Wetlands,439.413365563000013,1.244692812150000
,187,Woody Wetlands,804.882352652999998,1.460397587350000
,194,Woody Wetlands,14887.018129100000806,10.606296512400000
,195,Woody Wetlands,15947.974526699999842,19.929881628499999
,196,Woody Wetlands,8347.490625090000322,14.225926476200000
,197,Woody Wetlands,37911.915342300002521,53.703042380299998
,198,Woody Wetlands,10048.779680499999813,39.982047283599996
,199,Woody Wetlands,30014.892319499998848,33.532682815000001
,200,Woody Wetlands,28934.451786699999502,50.479598490299999
,201,Woody Wetlands,5379.780990700000075,3.334694257930000
,203,Woody Wetlands,5469.392290259999754,1.236257877570000
,210,Woody Wetlands,2817.286636180000187,4.495158371820000
,216,Woody Wetlands,5070.057398509999985,14.661944292799999
,217,Woody Wetlands,10665.676943799999208,8.523180210160000
,218,Woody Wetlands,483.824152598000012,0.414784224790000
,219,Woody Wetlands,52717.953643499997270,27.975831622099999
,220,Woody Wetlands,5027.472198759999628,27.540634978300002
,221,Woody Wetlands,3514.017712039999878,6.246026144360000
,222,Woody Wetlands,5654.769090709999546,6.444951618150000
,223,Woody Wetlands,19592.816406400001142,20.023530311700000
,225,Woody Wetlands,1345.003791529999944,2.701985466990000
,227,Woody Wetlands,14807.557394699999350,31.062053730199999
,228,Woody Wetlands,699.356464736000021,0.761722394866000
,230,Woody Wetlands,325.519496770999979,0.604818891937000
,235,Woody Wetlands,6148.488948350000101,7.215947453530000
,241,Woody Wetlands,39957.350486000003002,22.211532747000000
,242,Woody Wetlands,20277.799130399998830,48.167999785699998
,243,Woody Wetlands,16268.976360599999680,28.744950287999998
,245,Woody Wetlands,11939.004751899999974,18.517248790200000
,248,Woody Wetlands,3651.183091070000046,0.996832008250000
,250,Woody Wetlands,996.300553327999978,0.454706809557000
,252,Woody Wetlands,1578.046649339999931,1.148197407060000
,253,Woody Wetlands,7381.697207330000310,6.345764777590000
,254,Woody Wetlands,17579.291945699998905,22.114503134000000
,255,Woody Wetlands,28415.121592899999087,11.514344622899999
,258,Woody Wetlands,1518.905896499999926,1.695430285930000
,259,Woody Wetlands,246.859110331000011,0.745490037524000
,260,Woody Wetlands,838.846801162000020,0.888332873694000
,261,Woody Wetlands,1744.032135870000047,2.847609711080000
,264,Woody Wetlands,39208.136704399999871,30.004436451299998
,265,Woody Wetlands,22058.593275100000028,31.990161472200001
,266,Woody Wetlands,697.656439529999943,0.520045278287000
,270,Woody Wetlands,4544.562427339999886,7.071182392070000
,273,Woody Wetlands,363.140709737999998,0.482796590262000
,274,Woody Wetlands,1318.550977099999955,1.975157785600000
,275,Woody Wetlands,3060.445670690000043,6.678673002750000
,280,Woody Wetlands,2032.534984829999985,3.735904829700000
,283,Woody Wetlands,13300.832338300000629,6.445100060380000
,284,Woody Wetlands,50160.410519500001101,12.106320870599999
,285,Woody Wetlands,4139.593859669999802,7.221252230250000
,287,Woody Wetlands,563.147213321999971,0.496877612558000
,289,Woody Wetlands,2282.879000320000159,2.693868369600000
,290,Woody Wetlands,3062.603165529999842,6.332328000080000
,297,Woody Wetlands,29178.078131599999324,41.859461934099997
,298,Woody Wetlands,19722.651460100001714,25.329638740800000
,299,Woody Wetlands,20530.560351899999660,25.399967999499999
,303,Woody Wetlands,10681.816057100000762,9.765130137840000
,304,Woody Wetlands,10101.605999699999302,10.064595163400000
,309,Woody Wetlands,10288.670784100000674,11.766676575300000
,310,Woody Wetlands,30895.917980599999282,25.396948444700001
,314,Woody Wetlands,13451.563782900000660,14.433195964899999
,318,Woody Wetlands,41177.551511700003175,37.802273516600003
,320,Woody Wetlands,1928.755104300000085,1.529822967800000
,328,Woody Wetlands,9524.730322800000067,11.135114282900000
,334,Woody Wetlands,3244.308500969999841,4.711340915930000
,335,Woody Wetlands,10295.975151299999197,26.672595167899999
,341,Woody Wetlands,8007.498225440000169,19.381637581600000
,346,Woody Wetlands,447.725372717000027,0.619274679147000
,347,Woody Wetlands,3056.610034970000015,1.972388222260000
,349,Woody Wetlands,1693.665358720000086,1.430962656440000
,350,Woody Wetlands,6799.271856450000087,6.698851058780000
,351,Woody Wetlands,27249.205501600001298,24.170287259700000
,352,Woody Wetlands,9389.337258780000411,14.047393957300001
,359,Woody Wetlands,3595.813461679999818,2.886769030160000
,360,Woody Wetlands,4921.236906629999794,5.990053083570000
,363,Woody Wetlands,1026.915459569999939,3.215028954020000
,364,Woody Wetlands,3961.056384040000012,5.493187800000000
,371,Woody Wetlands,3871.087543749999895,4.583520145030000
,372,Woody Wetlands,9709.384176359999401,7.031127125250000
,376,Woody Wetlands,2266.683541479999803,4.226791227940000
,377,Woody Wetlands,88.097604556500002,0.302240692743000
,382,Woody Wetlands,34.773436720100001,0.077681022859300
,383,Woody Wetlands,67639.049843300002976,31.357653540299999
,385,Woody Wetlands,2367.779155350000110,1.430069910070000
,386,Woody Wetlands,138.582946240000012,0.231974777999000
,387,Woody Wetlands,7620.403238570000212,4.697657097290000
,390,Woody Wetlands,3390.507303209999918,2.175565426180000
,391,Woody Wetlands,2620.550337180000042,5.453148255570000
,395,Woody Wetlands,61.266541902500002,0.016376849863400
,397,Woody Wetlands,4064.169333220000226,8.488650398500001
,400,Woody Wetlands,52749.434852300000784,37.477250432399998
,403,Woody Wetlands,516.314741432000005,1.332795474050000
,407,Woody Wetlands,4548.076486609999847,6.081414723180000
,409,Woody Wetlands,36728.034067900000082,63.262946661900003
,410,Woody Wetlands,750.856960283000035,1.101381099270000
,412,Woody Wetlands,17516.122076999999990,16.891929652900000
,418,Woody Wetlands,12912.173336100000597,36.199175923299997
,426,Woody Wetlands,27024.364768999999797,12.378518785800001
,427,Woody Wetlands,10400.106361699999979,7.801878366380000
,428,Woody Wetlands,20361.704223900000216,19.582058522000001
,432,Woody Wetlands,712.076175458999955,0.993776413413000
,434,Woody Wetlands,669.652231662999952,0.658524614389000
,444,Woody Wetlands,9469.527111999999761,7.702350922530000
,446,Woody Wetlands,215.916708153000002,0.242080810272000
,448,Woody Wetlands,26825.558205699999235,38.393281102800003
,449,Woody Wetlands,6969.503277879999587,7.363382983030000
,453,Woody Wetlands,80821.790171100001317,40.199464797099999
,456,Woody Wetlands,49293.765150699997321,55.142908792500002
,461,Woody Wetlands,36.246560524600000,0.029569852908600
,462,Woody Wetlands,3826.940563789999942,4.854325702610000
,464,Woody Wetlands,4230.910358709999855,7.474622883520000
,466,Woody Wetlands,7960.686022390000289,30.150294384500000
,472,Woody Wetlands,12269.566488300000856,3.939904627430000
,473,Woody Wetlands,111626.925703999993857,39.994508086000003
,475,Woody Wetlands,3374.821862979999878,1.147514239670000
,477,Woody Wetlands,59932.786332000003313,34.283005666999998
,478,Woody Wetlands,45.450783011200002,0.027804957962800
,485,Woody Wetlands,44004.333499499996833,55.896653220899999
,490,Woody Wetlands,54.182949370199999,0.059531259261500
,491,Woody Wetlands,0.577490044997000,0.001122962367980
,500,Woody Wetlands,70.257255460099998,0.046799370719000
,501,Woody Wetlands,10947.451555899999221,5.564805530270000
,502,Woody Wetlands,2009.420740900000055,1.095512720580000
,503,Woody Wetlands,109.342360166000006,0.253043495594000
,504,Woody Wetlands,14626.412560000000667,7.656499442490000
,505,Woody Wetlands,5514.742099250000138,6.088985239480000
,512,Woody Wetlands,2022.861246590000064,0.991893664005000
,515,Woody Wetlands,58029.670897299998614,16.758601566900001
,528,Woody Wetlands,73.312669769799996,0.135052374293000
,530,Woody Wetlands,3508.933909740000217,10.473305042900000
,531,Woody Wetlands,618.217420555999979,0.643426619814000
,532,Woody Wetlands,10461.168221300000369,16.328340435600001
,534,Woody Wetlands,124.360552838999993,0.552657240999000
,535,Woody Wetlands,54158.642079999997804,19.751198859799999
,536,Woody Wetlands,3297.243935169999986,7.312741511850000
,538,Woody Wetlands,2684.837229549999847,3.863029866030000
,540,Woody Wetlands,361.205126394999979,0.218889854348000
,544,Woody Wetlands,16904.914825799998653,26.851249093600000
,545,Woody Wetlands,2874.195981459999985,1.397900057290000
,552,Woody Wetlands,2063.972892270000102,3.667556375520000
,554,Woody Wetlands,543.934547798000040,0.550250230277000
,556,Woody Wetlands,2895.480621319999955,3.414247812170000
,558,Woody Wetlands,8085.735457150000002,7.305657204650000
,564,Woody Wetlands,22481.931654500000150,36.641843643599998
,579,Woody Wetlands,5156.187207289999606,7.796308003630000
,584,Woody Wetlands,6042.121260470000379,36.609699224099998
,587,Woody Wetlands,11561.268335900000238,44.665883180900003
,590,Woody Wetlands,3824.486477200000081,8.447885790420001
,593,Woody Wetlands,786.774188817999971,2.192516612920000
,594,Woody Wetlands,1467.969552929999963,36.522575031800002
,595,Woody Wetlands,1845.000488950000090,6.055731230440000
,599,Woody Wetlands,13916.051135699999577,47.701860737200001
,600,Woody Wetlands,1504.391435100000081,19.066489884799999
,602,Woody Wetlands,8906.132720710000285,39.958564121000002
,612,Woody Wetlands,12937.916919999999664,38.152936623599999
,621,Woody Wetlands,943.866284133000022,8.294326746299999
,622,Woody Wetlands,2987.756770250000045,14.544904001700001
,636,Woody Wetlands,1574.236971119999907,9.946682543700000
,637,Woody Wetlands,4735.607837540000219,23.839437066199999
,639,Woody Wetlands,1797.310448530000031,2.713431852610000
,646,Woody Wetlands,3714.548686990000078,11.736640521900000
,657,Woody Wetlands,2119.654253969999900,13.095760913800000
,662,Woody Wetlands,3440.445591579999927,16.943681596600001
,664,Woody Wetlands,2701.457727680000062,53.790642085599998
,665,Woody Wetlands,9438.577410649999365,42.008515056199997
,670,Woody Wetlands,22.839912423099999,0.034165574560600
,689,Woody Wetlands,20492.715379299999768,42.158193360900000
,693,Woody Wetlands,10364.052306400000816,50.104310261999998
,703,Woody Wetlands,7391.119808809999995,27.270409097900000
,737,Woody Wetlands,3694.199259710000206,4.532605693970000
,856,Woody Wetlands,5376.131069400000342,8.788478440360000
,895,Woody Wetlands,1656.582384199999979,1.767591243540000
,918,Woody Wetlands,11681.793296499999997,31.458517508800000
,923,Woody Wetlands,9825.222739599999841,13.895739131799999
,925,Woody Wetlands,1545.423305860000028,8.322143071970000
,927,Woody Wetlands,15303.854441800000131,50.085301154800000
,932,Woody Wetlands,7253.308412280000084,17.116537516400001
,933,Woody Wetlands,6968.735397849999572,13.335613150800000
,934,Woody Wetlands,3525.864868820000083,4.763637722070000
,935,Woody Wetlands,5450.479431020000447,7.135091705100000
,937,Woody Wetlands,3396.346700760000203,3.089518496750000
,938,Woody Wetlands,38007.657691000000341,49.664765613100002
,941,Woody Wetlands,9639.948635209999338,9.495288240110000
,942,Woody Wetlands,27501.818141499999911,14.087732768500000
,943,Woody Wetlands,6484.989095670000097,15.448106376600000
,944,Woody Wetlands,30340.738488499999221,51.438022277400002
,945,Woody Wetlands,10492.052058499999475,12.928536623399999
,946,Woody Wetlands,8291.000179560000106,26.927708184400000
,947,Woody Wetlands,50225.784078099997714,18.866352560300001
,949,Woody Wetlands,24966.352417400001286,8.294654560690001
,950,Woody Wetlands,2923.835709450000195,11.225241161300000
,952,Woody Wetlands,1706.060335919999943,2.224834907280000
,954,Woody Wetlands,855.130255063000050,0.930252199698000
,955,Woody Wetlands,50545.115858500001195,20.810381808900001
,957,Woody Wetlands,30.160066645099999,0.070509006021400
,958,Woody Wetlands,396.007078735999983,1.236199311060000
,959,Woody Wetlands,5693.398225939999975,2.096879950650000
,960,Woody Wetlands,2224.251276800000142,10.984817130500000
,961,Woody Wetlands,5789.767057750000276,9.199190482820001
,962,Woody Wetlands,2714.761077130000103,1.935504110390000
,966,Woody Wetlands,2553.181880189999902,1.778699403360000
,967,Woody Wetlands,8395.770842870000706,8.677796999430001
,972,Woody Wetlands,7348.435639299999821,8.091465396229999
,979,Woody Wetlands,1971.015838459999941,5.106117756250000
,984,Woody Wetlands,8996.536793249999391,15.971989196799999
,987,Woody Wetlands,1325.169499009999981,2.656611294680000
,989,Woody Wetlands,40832.256351700001687,47.120730253399998
,990,Woody Wetlands,6476.504272250000213,3.109345333970000
,994,Woody Wetlands,3550.957738109999809,5.431319904060000
,995,Woody Wetlands,184.649160730000006,0.726016238527000
,996,Woody Wetlands,2085.793070780000107,2.672394383580000
,997,Woody Wetlands,1118.879271250000102,4.564642848480000
,1000,Woody Wetlands,3494.604783570000109,13.916186347800000
,1001,Woody Wetlands,28651.314514900001086,23.882381657100002
,1002,Woody Wetlands,12139.429798400000436,30.010950631400000
,1003,Woody Wetlands,2393.884901909999826,3.285559681000000
,1010,Woody Wetlands,5623.098935789999814,13.486272323700000
,1011,Woody Wetlands,20592.320640000001731,23.488893239700001
,1015,Woody Wetlands,1215.357098369999903,1.638122292350000
,1017,Woody Wetlands,11051.493625099999917,10.254572480000000
,1021,Woody Wetlands,6514.753399360000003,12.389776489400001
,1027,Woody Wetlands,7027.951172209999640,7.529501439740000
,1028,Woody Wetlands,7003.932187049999811,6.707046290620000
,1029,Woody Wetlands,1594.397575819999929,2.617559065360000
,1032,Woody Wetlands,1810.087336739999955,6.481946832100000
,1037,Woody Wetlands,1681.963653020000038,2.774085629860000
,1038,Woody Wetlands,1113.991929190000064,1.345815952240000
,1042,Woody Wetlands,2296.885778190000110,4.379769257990000
,1048,Woody Wetlands,1546.931664219999902,2.365702884250000
,1059,Woody Wetlands,1673.168237869999984,3.086642778990000
,1060,Woody Wetlands,7758.110816639999939,3.967557402440000
,1061,Woody Wetlands,36059.556722900000750,29.993318064499999
,1063,Woody Wetlands,3751.072825419999845,4.468277113670000
,1065,Woody Wetlands,8047.551614089999930,11.279359004200000
,1066,Woody Wetlands,3264.700346019999870,2.879617812800000
,1067,Woody Wetlands,3885.372982729999876,4.009717157860000
,1075,Woody Wetlands,11460.877280000000610,17.367108449900002
,1078,Woody Wetlands,476.730735184000025,1.141389066180000
,1089,Woody Wetlands,1622.540530080000053,6.925280333790000
,1101,Woody Wetlands,332.369960908999985,0.506945251225000
,1105,Woody Wetlands,6.588185320070000,0.015337786180600
,1111,Woody Wetlands,5410.472170349999942,4.485976019780000
,1113,Woody Wetlands,2809.037346730000081,2.399290407290000
,1127,Woody Wetlands,4429.958062319999954,6.466133835830000
,1133,Woody Wetlands,3493.774938970000221,8.588685973110000